iter	RMSE
412	1.136697959
413	1.136697784
414	1.136697215
415	1.129798796
416	1.129577668
417	1.129173707
418	1.129151478
419	1.129129381
420	1.129128853
421	1.129128193
422	1.129104818
423	1.129104334
424	1.122605793
425	1.12260566
426	1.122605262
427	1.122604952
428	1.122604686
429	1.118818977
430	1.1188188
431	1.118774063
432	1.10725722
433	1.10723096
434	1.096603983
435	1.096515506
436	1.096505217
437	1.096189186
438	1.087938807
439	1.087796442
440	1.087794523
441	1.087776703
442	1.087149077
443	1.08695631
444	1.077405673
445	1.067945086
446	1.06794369
447	1.067365218
448	1.067351574
449	1.067351155
450	1.067335043
451	1.067333739
452	1.067307754
453	1.067294854
454	1.067294529
455	1.067282514
456	1.067280325
457	1.067003991
458	1.066990482
459	1.066974365
460	1.066974365
461	1.066973992
462	1.066973666
463	1.06697334
464	1.066970172
465	1.066969613
466	1.066713515
467	1.066701633
468	1.0667014
469	1.06669045
470	1.06669017
471	1.066687748
472	1.066687515
473	1.066686489
474	1.066459545
475	1.066458799
476	1.066458892
477	1.06629618
478	1.066295341
479	1.066294968
480	1.066295015
481	1.066294968
482	1.066293663
483	1.066293476
484	1.066284527
485	1.06628434
486	1.066236934
487	1.066236747
488	1.066236048
489	1.066235955
490	1.066236048
491	1.065948859
492	1.065938974
493	1.065819086
494	1.065811298
495	1.065811251
496	1.065810738
497	1.065810086
498	1.065809526
499	1.059042162
500	1.059042256
501	1.058819822
502	1.058819728
503	1.058810152
504	1.058803158
505	1.058803017
506	1.058802501
507	1.05880236
508	1.058801937
509	1.05880189
510	1.058801562
511	1.058801421
512	1.058801374
513	1.05880128
514	1.058800811
515	1.058800341
516	1.052355545
517	1.052355167
518	1.05235035
519	1.052350161
520	1.052349925
521	1.052343124
522	1.05234284
523	1.047754909
524	1.047754576
525	1.047754007
526	1.047753675
527	1.047753343
528	1.047506069
529	1.047505785
530	1.0475055
531	1.047500043
532	1.047499901
533	1.047499616
534	1.047499521
535	1.047483436
536	1.047477694
537	1.047390762
538	1.047322616
539	1.047322521
540	1.047318155
541	1.047318155
542	1.047318155
543	1.047318155
544	1.04731806
545	1.047318013
546	1.047317965
547	1.047248628
548	1.04724858
549	1.047248675
550	1.047248723
551	1.047248723
552	1.047248343
553	1.047248201
554	1.04724355
555	1.04724355
556	1.041914775
557	1.041914775
558	1.041910434
559	1.041894644
560	1.041894549
561	1.041894358
562	1.0418831
563	1.041883004
564	1.041882909
565	1.041882909
566	1.041882718
567	1.041882718
568	1.041878854
569	1.041875896
570	1.041872414
571	1.041872414
572	1.041872223
573	1.04187208
574	1.041872127
575	1.041872223
576	1.041869694
577	1.04186979
578	1.041869694
579	1.041869599
580	1.041868502
581	1.04186855
582	1.032478671
583	1.032478574
584	1.032475205
585	1.032471979
586	1.032471931
587	1.032471931
588	1.032471931
589	1.032471835
590	1.032468754
591	1.032468706
592	1.032468561
593	1.032468513
594	1.032465769
595	1.032465769
596	1.032465817
597	1.032465625
598	1.032465625
599	1.03246548
600	1.032465384
601	1.032465384
602	1.032465384
603	1.032377669
604	1.032377669
605	1.032377717
606	1.032377669
607	1.032083467
608	1.032083467
609	1.032081059
610	1.032081059
611	1.022876716
612	1.022876619
613	1.022817919
614	1.022817822
615	1.022817627
616	1.022817627
617	1.022815489
618	1.016815019
619	1.016815068
620	1.016758902
621	1.016757924
622	1.016756947
623	1.016756898
624	1.0167568
625	1.016691245
626	1.016691196
627	1.016691196
628	1.016689534
629	1.016689534
630	1.016689534
631	1.016689534
632	1.016689583
633	1.016688165
634	1.016688165
635	1.016688116
636	1.016686698
637	1.016686698
638	1.016685818
639	1.01668577
640	1.016685721
641	1.016685623
642	1.016684352
643	1.01668445
644	1.01668445
645	1.016684303
646	1.016664552
647	1.016664601
648	1.016663428
649	1.016663379
650	1.016663477
651	1.016663428
652	1.01666333
653	1.016661815
654	1.016661815
655	1.016661766
656	1.016661766
657	1.016661717
658	1.016661717
659	1.016661766
660	1.016660788
661	1.016660103
662	1.016660103
663	1.016660006
664	1.016660006
665	1.016660006
666	1.016659028
667	1.016658148
668	1.016658099
669	1.01665805
670	1.016658148
671	1.016658148
672	1.016658246
673	1.016658343
674	1.016658246
675	1.016658246
676	1.016658148
677	1.011116787
678	1.011116738
679	1.008633501
680	1.008633402
681	1.008633402
682	1.008633501
683	1.008633452
684	1.008633402
685	1.008633402
686	1.008633501
687	1.008633501
688	1.00863355
689	1.008632023
690	1.008632023
691	1.008632072
692	1.008632121
693	1.008630741
694	1.008630741
695	1.006123831
696	0.9978489309
697	0.9978475362
698	0.9978475362
699	0.9978475362
700	0.9978474864
701	0.9978466894
702	0.9978467392
703	0.9978467392
704	0.9978467392
705	0.9978466894
706	0.9978466894
707	0.9978466894
708	0.9978453445
709	0.9978453445
710	0.9978453445
711	0.9978453445
712	0.9978446472
713	0.9898280604
714	0.9897871856
715	0.9897871354
716	0.9897871856
717	0.9897871856
718	0.9897872358
719	0.9897872358
720	0.989787286
721	0.9897871856
722	0.9897752342
723	0.9897752342
724	0.9897746818
725	0.989774732
726	0.989774732
727	0.9897746316
728	0.9897746316
729	0.9897746316
730	0.9897745311
731	0.9895369792
732	0.9895364769
733	0.9895364769
734	0.9895363764
735	0.989536276
736	0.9895353216
737	0.9895353718
738	0.9895352714
739	0.9895351709
740	0.9895352212
741	0.9893040425
742	0.989162204
743	0.989162204
744	0.9891621538
745	0.98908884
746	0.9890887898
747	0.9890887395
748	0.9890887395
749	0.9890887395
750	0.9890887898
751	0.9890877847
752	0.989087433
753	0.989087433
754	0.989087433
755	0.989087433
756	0.989087433
757	0.98908683
758	0.9820288277
759	0.9820253354
760	0.9820253354
761	0.9820247281
762	0.9820246268
763	0.9820242726
764	0.9820241713
765	0.9820233109
766	0.9820233109
767	0.982022906
768	0.982022906
769	0.9820220456
770	0.9820215395
771	0.9820212864
772	0.9820213876
773	0.9820213876
774	0.9820213876
775	0.9820213876
776	0.9820213876
777	0.9820211852
778	0.9820208815
779	0.9819687489
780	0.9819687489
781	0.9819683439
782	0.9819683439
783	0.9819683439
784	0.9819682427
785	0.9819677872
786	0.9819672304
787	0.9819671292
788	0.9819672304
789	0.981967281
790	0.9819668255
791	0.9819664205
792	0.9819663699
793	0.9819664205
794	0.9819664205
795	0.9819664205
796	0.9819664205
797	0.9819663193
798	0.9819663699
799	0.9819660156
800	0.9819660156
801	0.9819660156
802	0.9819660156
803	0.9819658132
804	0.9819658132
805	0.9819658132
806	0.9819657625
807	0.9819657625
808	0.9819657625
809	0.9819657625
810	0.9819658132
811	0.9819658132
812	0.9819657119
813	0.9819655601
814	0.981965307
815	0.981965307
816	0.981965307
817	0.9819652058
818	0.9819652058
819	0.9819652058
820	0.9819652058
821	0.9819652058
822	0.9819651552
823	0.9819651045
824	0.9819650539
825	0.9819648008
826	0.9819183345
827	0.9819180308
828	0.9819180308
829	0.9778030598
830	0.9778030598
831	0.9778030598
832	0.9778031614
833	0.9778031106
834	0.9778031614
835	0.9778032631
836	0.9778032631
837	0.9778032631
838	0.9777708323
839	0.9777709339
840	0.9777708831
841	0.9777709339
842	0.9777708323
843	0.9777708831
844	0.977685836
845	0.9776857343
846	0.9776101872
847	0.9776101872
848	0.9776101872
849	0.9776101363
850	0.9776100855
851	0.9776100347
852	0.9776100855
853	0.9776099838
854	0.9776099838
855	0.9776100347
856	0.9776099838
857	0.9776099838
858	0.9776099838
859	0.9776099838
860	0.9776099838
861	0.9776099838
862	0.9776100347
863	0.9776099838
864	0.9776099838
865	0.9776099838
866	0.9776099838
867	0.9776099838
868	0.9776099838
869	0.9776100855
870	0.9776100855
871	0.9776099838
872	0.9776098821
873	0.9776098313
874	0.9776098313
875	0.9776098313
876	0.9776098821
877	0.9776098313
878	0.9776098313
879	0.9776097805
880	0.9776097805
881	0.9776097805
882	0.9776097805
883	0.9776097805
884	0.9776097805
885	0.9776097805
886	0.9776098821
887	0.9776097805
888	0.9776098821
889	0.9776098821
890	0.9776097805
891	0.9776096788
892	0.9776096788
893	0.9716203323
894	0.9631379294
895	0.9597150171
896	0.9597150171
897	0.9597151207
898	0.9597151207
899	0.9595006894
900	0.9595006376
901	0.9595006894
902	0.9595004822
903	0.9595003786
904	0.9595003268
905	0.959500275
906	0.9595003268
907	0.9525649821
908	0.9525650342
909	0.9525649821
910	0.9525649299
911	0.9525649299
912	0.9525649821
913	0.9525647733
914	0.9525645646
915	0.9525645646
916	0.9525356576
917	0.9525356576
918	0.9525356576
919	0.9525356576
920	0.9525356576
921	0.9525356576
922	0.9525355532
923	0.9525297091
924	0.9525296047
925	0.9525296047
926	0.9485738774
927	0.9485738774
928	0.9485737726
929	0.9485337925
930	0.9485338449
931	0.9484966404
932	0.9484965356
933	0.9484964832
934	0.9484964308
935	0.9484962212
936	0.9425950823
937	0.9424063433
938	0.9423775993
939	0.9397644595
940	0.9397644066
941	0.9321138048
942	0.9321137515
943	0.9297536835
944	0.924509835
945	0.9245096738
946	0.92450962
947	0.92450962
948	0.9245035449
949	0.9245032761
950	0.9245031686
951	0.9245032224
952	0.9244976849
953	0.9244870937
954	0.9244820938
955	0.9244767712
956	0.9244765024
957	0.9192907361
958	0.9192906279
959	0.9192153101
960	0.9154481961
961	0.9154481961
962	0.9154481418
963	0.9154253926
964	0.9150518763
965	0.9149026553
966	0.9147215148
967	0.9147214605
968	0.9147214062
969	0.9147214062
970	0.9145972928
971	0.9145970211
972	0.9145969668
973	0.9090219383
974	0.9090218289
975	0.9044172429
976	0.9044172704
977	0.9044172429
978	0.904417133
979	0.8975084208
980	0.8961374419
981	0.8956351348
982	0.8956350238
983	0.8956349406
984	0.8904281478
985	0.890428092
986	0.8904280083
987	0.8902601444
988	0.8902600048
989	0.8902598652
990	0.8837930501
991	0.8837928252
992	0.8837886636
993	0.8837887198
994	0.8837886636
995	0.8837886073
996	0.8837703578
997	0.8837702734
998	0.8837702453
999	0.8837702453
